,Source,Destination,Class
3215,1262,1505,1
3216,12,692,1
3217,635,1019,1
3218,5,1506,1
3219,172,600,1
3220,78,1013,1
3221,213,886,1
3222,335,1097,1
3223,90,189,1
3224,103,618,1
3225,124,580,1
3226,8,369,1
3227,877,165,1
3228,573,1451,1
3229,573,905,1
3230,90,1507,1
3231,95,1352,1
3232,312,893,1
3233,767,66,1
3234,679,1024,1
3235,124,891,1
3236,129,539,1
3237,132,887,1
3238,5,660,1
3239,227,1111,1
3240,51,1088,1
3241,50,1208,1
3242,71,895,1
3243,721,789,1
3244,284,135,1
3245,467,207,1
3246,254,1212,1
3247,129,1396,1
3248,119,1064,1
3249,12,1466,1
3250,1277,607,1
3251,172,1114,1
3252,172,1508,1
3253,1509,1510,1
3254,337,1511,1
3255,284,814,1
3256,159,1214,1
3257,38,755,1
3258,500,765,1
3259,113,1067,1
3260,312,1280,1
3261,312,118,1
3262,103,527,1
3263,495,1067,1
3264,29,2,1
3265,29,1189,1
3266,877,677,1
3267,201,1512,1
3268,296,1223,1
3269,1076,952,1
3270,51,1079,1
3271,442,962,1
3272,779,1087,1
3273,38,1513,1
3274,103,904,1
3275,495,1514,1
3276,355,1097,1
3277,132,743,1
3278,635,1055,1
3279,213,929,1
3280,213,1354,1
3281,779,1515,1
3282,779,560,1
3283,1516,750,1
3284,124,1126,1
3285,1517,215,1
3286,51,639,1
3287,78,929,1
3288,213,1518,1
3289,284,1013,1
3290,284,96,1
3291,117,1519,1
3292,239,1520,1
3293,38,695,1
3294,113,1521,1
3295,103,486,1
3296,679,816,1
3297,10,478,1
3298,359,1522,1
3299,172,1523,1
3300,213,1379,1
3301,73,286,1
3302,205,891,1
3303,337,1460,1
3304,284,1524,1
3305,239,470,1
3306,38,1525,1
3307,254,816,1
3308,124,255,1
3309,57,366,1
3310,201,761,1
3311,635,781,1
3312,497,1508,1
3313,75,512,1
3314,198,1526,1
3315,71,962,1
3316,90,1527,1
3317,90,1395,1
3318,721,863,1
3319,284,1133,1
3320,95,1102,1
3321,113,316,1
3322,103,1323,1
3323,495,600,1
3324,355,436,1
3325,389,1528,1
3326,635,713,1
3327,51,1025,1
3328,33,901,1
3329,90,1529,1
3330,254,632,1
3331,84,911,1
3332,172,970,1
3333,1458,188,1
3334,335,754,1
3335,284,948,1
3336,284,1530,1
3337,117,541,1
3338,95,432,1
3339,95,1461,1
3340,312,1531,1
3341,312,260,1
3342,767,1114,1
3343,124,507,1
3344,129,1532,1
3345,296,441,1
3346,132,1533,1
3347,51,1534,1
3348,51,840,1
3349,71,793,1
3350,284,304,1
3351,284,722,1
3352,113,480,1
3353,312,1535,1
3354,495,1055,1
3355,355,441,1
3356,296,1356,1
3357,132,1301,1
3358,635,1536,1
3359,73,501,1
3360,90,17,1
3361,205,1537,1
3362,284,1538,1
3363,284,1432,1
3364,159,607,1
3365,113,628,1
3366,124,11,1
3367,29,588,1
3368,10,833,1
3369,51,1192,1
3370,50,1321,1
3371,335,219,1
3372,95,424,1
3373,312,1315,1
3374,51,1305,1
3375,505,422,1
3376,335,975,1
3377,721,299,1
3378,117,1539,1
3379,779,1375,1
3380,467,1145,1
3381,500,1540,1
3382,103,296,1
3383,29,1541,1
3384,8,1542,1
3385,51,449,1
3386,168,1540,1
3387,337,983,1
3388,312,144,1
3389,124,1543,1
3390,1277,58,1
3391,172,840,1
3392,75,1544,1
3393,50,489,1
3394,213,1308,1
3395,73,754,1
3396,205,1545,1
3397,205,1097,1
3398,113,643,1
3399,1546,819,1
3400,389,1372,1
3401,359,605,1
3402,33,2,1
3403,335,1503,1
3404,284,532,1
3405,442,1323,1
3406,779,1192,1
3407,8,1097,1
3408,51,1148,1
3409,33,6,1
3410,198,425,1
3411,213,946,1
3412,205,1547,1
3413,205,638,1
3414,442,1548,1
3415,442,596,1
3416,312,1549,1
3417,312,1550,1
3418,767,449,1
3419,124,1551,1
3420,10,1552,1
3421,8,1354,1
3422,726,356,1
3423,726,49,1
3424,1517,270,1
3425,497,876,1
3426,1553,655,1
3427,75,323,1
3428,50,1461,1
3429,817,580,1
3430,90,1232,1
3431,38,1554,1
3432,254,1097,1
3433,312,1378,1
3434,355,135,1
3435,124,630,1
3436,129,1385,1
3437,497,1555,1
3438,172,567,1
3439,172,1556,1
3440,51,1460,1
3441,168,1369,1
3442,284,1062,1
3443,284,1111,1
3444,767,1557,1
3445,355,694,1
3446,10,1150,1
3447,227,487,1
3448,51,891,1
3449,335,1033,1
3450,284,910,1
3451,284,1558,1
3452,467,840,1
3453,767,808,1
3454,29,1559,1
3455,389,1560,1
3456,296,839,1
3457,726,887,1
3458,573,1561,1
3459,335,1562,1
3460,95,22,1
3461,1148,403,1
3462,495,1256,1
3463,355,371,1
3464,124,472,1
3465,389,1256,1
3466,877,901,1
3467,573,1378,1
3468,573,17,1
3469,497,48,1
3470,51,576,1
3471,213,235,1
3472,213,1215,1
3473,38,162,1
3474,467,542,1
3475,29,1563,1
3476,29,193,1
3477,10,591,1
3478,389,102,1
3479,497,1311,1
3480,71,502,1
3481,73,580,1
3482,90,1151,1
3483,652,778,1
3484,312,622,1
3485,359,1564,1
3486,573,111,1
3487,51,1565,1
3488,284,1454,1
3489,254,1566,1
3490,312,1013,1
3491,10,1567,1
3492,57,1568,1
3493,57,840,1
3494,877,1568,1
3495,50,531,1
3496,90,491,1
3497,95,1271,1
3498,355,1569,1
3499,124,1133,1
3500,124,1093,1
3501,129,323,1
3502,296,526,1
3503,497,1570,1
3504,51,1571,1
3505,198,1572,1
3506,71,1573,1
3507,500,1574,1
3508,8,436,1
3509,33,419,1
3510,73,426,1
3511,1575,215,1
3512,205,1030,1
3513,284,1045,1
3514,348,204,1
3515,348,855,1
3516,95,1576,1
3517,500,107,1
3518,355,580,1
3519,355,267,1
3520,129,866,1
3521,389,435,1
3522,573,1048,1
3523,33,1114,1
3524,213,7,1
3525,205,1569,1
3526,205,1577,1
3527,284,1395,1
3528,284,486,1
3529,312,1370,1
3530,312,1578,1
3531,124,1372,1
3532,29,1579,1
3533,10,1580,1
3534,10,1581,1
3535,129,1294,1
3536,129,420,1
3537,988,981,1
3538,205,1582,1
3539,284,1583,1
3540,95,1125,1
3541,95,512,1
3542,239,223,1
3543,281,486,1
3544,8,605,1
3545,497,1411,1
3546,227,970,1
3547,71,1341,1
3548,335,1571,1
3549,95,1584,1
3550,239,1585,1
3551,239,1586,1
3552,312,76,1
3553,495,632,1
3554,389,1114,1
3555,505,226,1
3556,33,1035,1
3557,198,1587,1
3558,198,1234,1
3559,205,387,1
3560,95,1588,1
3561,1589,1590,1
3562,172,45,1
3563,50,1271,1
3564,335,1019,1
3565,1591,1134,1
3566,239,383,1
3567,38,1592,1
3568,467,540,1
3569,10,844,1
3570,8,1294,1
3571,172,688,1
3572,335,596,1
3573,254,1170,1
3574,312,190,1
3575,767,1252,1
3576,29,1593,1
3577,129,1114,1
3578,877,1440,1
3579,50,679,1
3580,335,825,1
3581,90,948,1
3582,90,1594,1
3583,337,436,1
3584,284,1595,1
3585,779,1312,1
3586,500,1596,1
3587,84,417,1
3588,355,6,1
3589,355,793,1
3590,129,1440,1
3591,1597,761,1
3592,1481,1168,1
3593,227,1087,1
3594,51,972,1
3595,198,1598,1
3596,90,1599,1
3597,284,1429,1
3598,38,1600,1
3599,467,1572,1
3600,500,1059,1
3601,312,1174,1
3602,10,1601,1
3603,877,1293,1
3604,573,551,1
3605,51,1596,1
3606,50,550,1
3607,168,1209,1
3608,198,628,1
3609,213,1602,1
3610,90,1433,1
3611,284,1603,1
3612,348,1604,1
3613,467,1605,1
3614,312,1606,1
3615,84,1607,1
3616,355,1170,1
3617,124,1035,1
3618,124,1608,1
3619,401,1446,1
3620,726,596,1
3621,172,794,1
3622,505,31,1
3623,376,559,1
3624,198,629,1
3625,38,1609,1
3626,495,605,1
3627,355,576,1
3628,389,701,1
3629,573,936,1
3630,1610,1611,1
3631,50,1543,1
3632,1333,1612,1
3633,198,1613,1
3634,779,679,1
3635,254,436,1
3636,124,972,1
3637,10,1614,1
3638,227,435,1
3639,284,1615,1
3640,38,1464,1
3641,312,1524,1
3642,359,9,1
3643,132,45,1
3644,50,1183,1
3645,198,1616,1
3646,71,1617,1
3647,73,1149,1
3648,1490,702,1
3649,239,833,1
3650,312,1618,1
3651,312,1619,1
3652,124,734,1
3653,124,1087,1
3654,726,975,1
3655,132,1620,1
3656,1621,224,1
3657,50,1264,1
3658,213,1272,1
3659,337,1622,1
3660,284,166,1
3661,1623,778,1
3662,281,869,1
3663,500,17,1
3664,10,38,1
3665,8,259,1
3666,359,513,1
3667,573,1329,1
3668,51,600,1
3669,90,550,1
3670,779,1114,1
3671,38,1068,1
3672,467,1568,1
3673,124,1148,1
3674,726,702,1
3675,227,1624,1
3676,51,527,1
3677,284,1625,1
3678,159,1110,1
3679,1623,512,1
3680,38,1626,1
3681,254,439,1
3682,29,473,1
3683,877,28,1
3684,1296,150,1
3685,33,653,1
3686,33,1243,1
3687,90,9,1
3688,337,1033,1
3689,442,1627,1
3690,495,676,1
3691,124,1534,1
3692,124,1628,1
3693,1383,889,1
3694,51,1323,1
3695,505,1165,1
3696,213,1048,1
3697,205,226,1
3698,442,1572,1
3699,442,1463,1
3700,159,1127,1
3701,495,1629,1
3702,29,1630,1
3703,129,1142,1
3704,129,1631,1
3705,573,1632,1
3706,51,416,1
3707,73,420,1
3708,337,1633,1
3709,284,1453,1
3710,284,1634,1
3711,467,993,1
3712,467,1149,1
3713,312,1635,1
3714,495,1149,1
3715,10,1636,1
3716,1589,1069,1
3717,57,287,1
3718,1381,499,1
3719,1381,1215,1
3720,284,1183,1
3721,442,1255,1
3722,1591,1210,1
3723,1637,887,1
3724,239,405,1
3725,312,1342,1
3726,124,1638,1
3727,124,982,1
3728,1639,1293,1
3729,57,353,1
3730,573,1127,1
3731,51,515,1
3732,1575,1640,1
3733,90,534,1
3734,337,1475,1
3735,117,677,1
3736,95,193,1
3737,38,1016,1
3738,281,319,1
3739,355,468,1
3740,124,1641,1
3741,51,1293,1
3742,168,1443,1
3743,335,1148,1
3744,239,334,1
3745,312,1642,1
3746,355,525,1
3747,29,1643,1
3748,573,1586,1
3749,227,1644,1
3750,168,323,1
3751,198,1238,1
3752,90,397,1
3753,205,1645,1
3754,337,316,1
3755,442,1646,1
3756,467,982,1
3757,312,841,1
3758,495,808,1
3759,124,1455,1
3760,124,1214,1
3761,129,945,1
3762,1647,339,1
3763,172,1648,1
3764,198,144,1
3765,117,887,1
3766,95,603,1
3767,312,1102,1
3768,124,837,1
3769,10,1649,1
3770,8,260,1
3771,359,839,1
3772,168,486,1
3773,90,1345,1
3774,90,1251,1
3775,239,96,1
3776,1148,1650,1
3777,124,1651,1
3778,124,1120,1
3779,401,1652,1
3780,1262,1162,1
3781,8,653,1
3782,877,513,1
3783,573,531,1
3784,573,499,1
3785,988,296,1
3786,50,1172,1
3787,168,866,1
3788,1266,334,1
3789,495,1440,1
3790,1262,888,1
3791,57,636,1
3792,132,1120,1
3793,573,722,1
3794,1296,998,1
3795,33,1223,1
3796,239,593,1
3797,239,742,1
3798,1546,1184,1
3799,1546,808,1
3800,10,563,1
3801,401,1653,1
3802,57,695,1
3803,877,301,1
3804,132,1323,1
3805,198,1191,1
3806,652,618,1
3807,359,260,1
3808,1381,728,1
3809,168,66,1
3810,198,1328,1
3811,335,349,1
3812,90,1654,1
3813,205,449,1
3814,337,706,1
3815,284,574,1
3816,239,566,1
3817,500,441,1
3818,1266,1233,1
3819,254,1033,1
3820,312,1655,1
3821,124,600,1
3822,29,1656,1
3823,57,1657,1
3824,389,1024,1
3825,1381,118,1
3826,73,826,1
3827,90,1658,1
3828,95,414,1
3829,124,350,1
3830,10,386,1
3831,726,746,1
3832,227,1112,1
3833,198,1659,1
3834,90,252,1
3835,117,628,1
3836,1591,1252,1
3837,124,1660,1
3838,1589,692,1
3839,1661,525,1
3840,1647,792,1
3841,33,1127,1
3842,442,1212,1
3843,117,1662,1
3844,754,1162,1
3845,1383,1167,1
3846,172,7,1
3847,51,1126,1
3848,50,1156,1
3849,33,978,1
3850,168,122,1
3851,73,316,1
3852,90,622,1
3853,90,126,1
3854,467,1110,1
3855,389,978,1
3856,8,1067,1
3857,359,566,1
3858,1663,701,1
3859,50,1518,1
3860,205,1293,1
3861,254,501,1
3862,355,323,1
3863,29,1664,1
3864,129,1665,1
3865,129,1214,1
3866,1666,163,1
3867,168,1667,1
3868,284,1668,1
3869,95,387,1
3870,239,546,1
3871,239,323,1
3872,38,1669,1
3873,38,1670,1
3874,500,271,1
3875,312,1671,1
3876,495,1373,1
3877,29,1672,1
3878,10,1047,1
3879,1391,713,1
3880,1639,816,1
3881,877,43,1
3882,877,107,1
3883,726,713,1
3884,573,491,1
3885,172,1608,1
3886,505,350,1
3887,73,1673,1
3888,239,621,1
3889,239,586,1
3890,1148,1674,1
3891,124,163,1
3892,10,1675,1
3893,1383,1057,1
3894,573,1013,1
3895,337,1026,1
3896,284,1676,1
3897,442,564,1
3898,312,1677,1
3899,355,400,1
3900,29,1678,1
3901,389,780,1
3902,8,432,1
3903,573,1679,1
3904,172,1030,1
3905,172,1192,1
3906,33,267,1
3907,117,1145,1
3908,254,688,1
3909,1680,887,1
3910,57,640,1
3911,50,572,1
3912,117,1218,1
3913,159,1681,1
3914,355,271,1
3915,124,1682,1
3916,1661,1142,1
3917,877,130,1
3918,726,366,1
3919,573,1683,1
3920,573,1415,1
3921,172,1214,1
3922,51,676,1
3923,50,1354,1
3924,168,287,1
3925,467,421,1
3926,312,1183,1
3927,84,997,1
3928,124,1684,1
3929,1391,1329,1
3930,129,1685,1
3931,389,1466,1
3932,8,486,1
3933,573,252,1
3934,172,1089,1
3935,284,1686,1
3936,239,1232,1
3937,500,185,1
3938,124,1019,1
3939,124,1687,1
3940,29,1688,1
3941,1639,1089,1
3942,877,1689,1
3943,50,1032,1
3944,33,693,1
3945,198,1690,1
3946,198,1145,1
3947,73,1691,1
3948,73,1298,1
3949,159,1571,1
3950,239,788,1
3951,500,706,1
3952,495,580,1
3953,124,1692,1
3954,124,1693,1
3955,227,653,1
3956,505,1293,1
3957,168,1026,1
3958,205,952,1
3959,1591,978,1
3960,495,1515,1
3961,84,1457,1
3962,124,1633,1
3963,124,1694,1
3964,29,1695,1
3965,227,1469,1
3966,1666,677,1
3967,50,1125,1
3968,50,1081,1
3969,95,360,1
3970,239,911,1
3971,500,1696,1
3972,495,1252,1
3973,1546,839,1
3974,10,1697,1
3975,389,1218,1
3976,33,472,1
3977,73,1698,1
3978,337,1192,1
3979,38,1699,1
3980,312,842,1
3981,10,1700,1
3982,573,1308,1
3983,50,942,1
3984,33,872,1
3985,284,1095,1
3986,442,360,1
3987,124,1701,1
3988,124,1252,1
3989,10,1702,1
3990,10,838,1
3991,129,1030,1
3992,389,846,1
3993,877,1543,1
3994,172,356,1
3995,198,1703,1
3996,117,1385,1
3997,159,1321,1
3998,38,1240,1
3999,500,188,1
4000,29,22,1
4001,401,1704,1
4002,1639,1372,1
4003,389,1361,1
4004,8,1062,1
4005,573,1191,1
4006,442,356,1
4007,38,1705,1
4008,355,587,1
4009,29,1249,1
4010,129,502,1
4011,573,1470,1
4012,227,701,1
4013,1666,1192,1
4014,168,1684,1
4015,90,166,1
4016,239,1211,1
4017,239,1431,1
4018,239,360,1
4019,38,1706,1
4020,312,1707,1
4021,29,1708,1
4022,573,146,1
4023,227,1033,1
4024,505,1691,1
4025,33,600,1
4026,376,119,1
4027,90,1280,1
4028,442,1709,1
4029,442,1710,1
4030,239,952,1
4031,312,1325,1
4032,124,1711,1
4033,29,1712,1
4034,51,808,1
4035,50,1713,1
4036,1296,85,1
4037,198,1714,1
4038,198,1079,1
4039,73,947,1
4040,73,422,1
4041,90,1715,1
4042,95,1716,1
4043,239,1717,1
4044,239,796,1
4045,500,688,1
4046,495,734,1
4047,495,102,1
4048,355,9,1
4049,124,551,1
4050,129,1125,1
4051,57,939,1
4052,168,464,1
4053,198,1718,1
4054,90,223,1
4055,442,1025,1
4056,239,622,1
4057,495,43,1
4058,124,1575,1
4059,124,486,1
4060,10,1719,1
4061,389,1165,1
4062,877,1026,1
4063,132,311,1
4064,132,1105,1
4065,227,1720,1
4066,50,202,1
4067,198,1098,1
4068,337,1721,1
4069,117,1300,1
4070,38,1722,1
4071,38,1723,1
4072,129,1673,1
4073,877,975,1
4074,33,1030,1
4075,168,44,1
4076,90,1724,1
4077,239,628,1
4078,8,580,1
4079,1647,846,1
4080,505,1252,1
4081,117,1571,1
4082,495,621,1
4083,84,14,1
4084,1546,323,1
4085,355,1033,1
4086,573,1240,1
4087,1663,972,1
4088,505,1725,1
4089,168,513,1
4090,95,1032,1
4091,254,1192,1
4092,254,1165,1
4093,495,1129,1
4094,1647,1726,1
4095,359,369,1
4096,337,6,1
4097,254,926,1
4098,495,564,1
4099,1546,1278,1
4100,355,255,1
4101,10,1046,1
4102,8,122,1
4103,132,911,1
4104,172,298,1
4105,10,227,1
4106,1639,1305,1
4107,57,1064,1
4108,389,1727,1
4109,8,909,1
4110,1647,713,1
4111,51,1728,1
4112,90,1729,1
4113,38,1730,1
4114,38,1731,1
4115,312,869,1
4116,8,1199,1
4117,359,271,1
4118,1663,596,1
4119,172,1732,1
4120,51,1024,1
4121,505,1733,1
4122,73,164,1
4123,500,105,1
4124,312,1111,1
4125,10,107,1
4126,401,911,1
4127,1647,1162,1
4128,1647,1060,1
4129,359,1142,1
4130,132,1184,1
4131,1663,1170,1
4132,51,1388,1
4133,50,1584,1
4134,337,1608,1
4135,95,1734,1
4136,124,1407,1
4137,227,1337,1
4138,51,1210,1
4139,1296,506,1
4140,168,816,1
4141,159,119,1
4142,159,1067,1
4143,1591,1515,1
4144,8,1372,1
4145,877,1361,1
4146,1666,564,1
4147,505,1645,1
4148,33,7,1
4149,198,1735,1
4150,254,1320,1
4151,495,706,1
4152,495,701,1
4153,124,379,1
4154,1647,655,1
4155,168,1633,1
4156,90,1736,1
4157,239,926,1
4158,312,1737,1
4159,124,1738,1
4160,29,386,1
4161,129,947,1
4162,172,43,1
4163,51,1161,1
4164,198,1739,1
4165,73,706,1
4166,90,1535,1
4167,38,965,1
4168,33,1192,1
4169,198,1740,1
4170,90,977,1
4171,90,992,1
4172,337,1148,1
4173,312,1414,1
4174,124,449,1
4175,1647,1360,1
4176,51,282,1
4177,442,1187,1
4178,95,1310,1
4179,129,674,1
4180,389,1089,1
4181,359,1460,1
4182,90,356,1
4183,117,901,1
4184,239,1202,1
4185,10,1541,1
4186,227,1187,1
4187,227,9,1
4188,1663,1155,1
4189,73,1479,1
4190,90,551,1
4191,117,1323,1
4192,312,1741,1
4193,355,1077,1
4194,355,1127,1
4195,124,1533,1
4196,8,1264,1
4197,132,1742,1
4198,227,1199,1
4199,442,904,1
4200,159,970,1
4201,239,1743,1
4202,239,1744,1
4203,84,1011,1
4204,355,1243,1
4205,129,794,1
4206,227,1428,1
4207,227,420,1
4208,1666,1097,1
4209,50,1387,1
4210,254,891,1
4211,124,1356,1
4212,10,1745,1
4213,129,1746,1
4214,57,629,1
4215,57,975,1
4216,1663,600,1
4217,505,600,1
4218,50,1149,1
4219,50,1433,1
4220,254,1631,1
4221,84,970,1
4222,124,1747,1
4223,124,1748,1
4224,124,1749,1
4225,8,483,1
4226,8,617,1
4227,877,688,1
4228,50,486,1
4229,198,994,1
4230,495,502,1
4231,495,11,1
4232,57,391,1
4233,389,420,1
4234,8,323,1
4235,172,799,1
4236,33,1305,1
4237,337,31,1
4238,442,982,1
4239,117,706,1
4240,355,527,1
4241,1391,743,1
4242,389,1375,1
4243,172,360,1
4244,73,1440,1
4245,442,1291,1
4246,239,1352,1
4247,312,1750,1
4248,495,1751,1
4249,57,1752,1
4250,877,1079,1
4251,172,754,1
4252,198,1753,1
4253,337,1127,1
4254,1591,1464,1
4255,239,1754,1
4256,500,502,1
4257,124,1755,1
4258,124,1256,1
4259,10,1756,1
4260,389,998,1
4261,505,665,1
4262,117,1127,1
4263,95,331,1
4264,124,676,1
4265,1391,1064,1
4266,1639,387,1
4267,1663,1312,1
4268,505,436,1
4269,50,571,1
4270,90,146,1
4271,90,1757,1
4272,442,1301,1
4273,159,360,1
4274,132,1758,1
4275,172,1026,1
4276,51,1684,1
4277,50,827,1
4278,442,849,1
4279,442,978,1
4280,495,872,1
4281,355,560,1
4282,359,706,1
4283,51,962,1
4284,505,1347,1
4285,33,826,1
4286,73,688,1
4287,117,150,1
4288,159,287,1
4289,124,1312,1
4290,1663,527,1
4291,117,484,1
4292,239,1453,1
4293,495,1759,1
4294,84,211,1
4295,1546,387,1
4296,355,1633,1
4297,132,586,1
4298,198,1760,1
4299,90,1045,1
4300,124,1761,1
4301,1391,745,1
4302,389,107,1
4303,33,400,1
4304,239,439,1
4305,495,1762,1
4306,355,1763,1
4307,10,1431,1
4308,129,1764,1
4309,8,1142,1
4310,227,1114,1
4311,168,436,1
4312,73,839,1
4313,95,854,1
4314,239,9,1
4315,10,1270,1
4316,227,1120,1
4317,51,1026,1
4318,168,1701,1
4319,1591,1112,1
4320,84,1013,1
4321,57,703,1
4322,1663,450,1
4323,1666,596,1
4324,50,1215,1
4325,73,1460,1
4326,442,1534,1
4327,124,1192,1
4328,124,1527,1
4329,129,441,1
4330,57,1400,1
4331,8,950,1
4332,33,628,1
4333,198,1765,1
4334,337,1120,1
4335,159,7,1
4336,84,929,1
4337,84,1259,1
4338,124,1225,1
4339,10,1404,1
4340,1391,58,1
4341,227,894,1
4342,168,1455,1
4343,442,629,1
4344,500,1766,1
4345,877,11,1
4346,51,1269,1
4347,198,1080,1
4348,90,1454,1
4349,337,515,1
4350,159,891,1
4351,355,1209,1
4352,124,1571,1
4353,389,449,1
4354,877,468,1
4355,227,1361,1
4356,1666,839,1
4357,198,1341,1
4358,239,893,1
4359,355,28,1
4360,124,606,1
4361,8,6,1
4362,505,371,1
4363,50,1317,1
4364,168,679,1
4365,73,1767,1
4366,337,1768,1
4367,355,1769,1
4368,10,1770,1
4369,129,653,1
4370,227,1764,1
4371,505,376,1
4372,10,1678,1
4373,359,1127,1
4374,159,1249,1
4375,389,1771,1
4376,337,682,1
4377,337,449,1
4378,355,972,1
4379,877,1211,1
4380,1296,323,1
4381,90,1272,1
4382,124,1772,1
4383,8,223,1
4384,168,1721,1
4385,51,164,1
4386,254,1727,1
4387,227,542,1
4388,877,1773,1
4389,359,1024,1
4390,51,31,1
4391,90,1774,1
4392,51,1112,1
4393,90,1775,1
4394,1639,1420,1
4395,51,435,1
4396,159,754,1
4397,33,506,1
4398,1546,1293,1
4399,117,1776,1
4400,495,260,1
4401,877,891,1
4402,73,825,1
4403,124,1768,1
4404,389,1777,1
4405,198,1324,1
4406,124,993,1
4407,90,1442,1
4408,50,1293,1
4409,117,168,1
4410,359,825,1
4411,1591,1778,1
4412,124,1779,1
4413,73,439,1
4414,505,1192,1
4415,337,1372,1
4416,84,1184,1
4417,159,441,1
4418,10,1227,1
4419,442,631,1
4420,355,1388,1
4421,389,513,1
4422,442,1558,1
4423,168,808,1
4424,129,1089,1
4425,389,1780,1
4426,8,1420,1
4427,227,998,1
4428,10,1309,1
4429,124,164,1
4430,95,1470,1
4431,239,1651,1
4432,500,1375,1
4433,129,1388,1
4434,442,1781,1
4435,90,559,1
4436,10,1782,1
4437,495,986,1
4438,389,986,1
4439,355,891,1
4440,84,1062,1
4441,1666,978,1
4442,95,796,1
4443,33,1249,1
4444,57,976,1
4445,1666,323,1
4446,95,1142,1
4447,401,580,1
4448,57,1211,1
4449,1296,271,1
4450,57,923,1
4451,505,559,1
4452,359,436,1
4453,124,359,1
4454,124,1293,1
4455,355,603,1
4456,8,1095,1
4457,57,863,1
4458,129,1783,1
4459,442,1110,1
4460,117,502,1
4461,50,722,1
4462,505,282,1
4463,1546,901,1
4464,95,874,1
4465,124,1440,1
4466,90,1451,1
4467,337,1165,1
4468,129,369,1
4469,124,1784,1
4470,401,450,1
4471,57,647,1
4472,505,1475,1
4473,168,1278,1
4474,8,499,1
4475,239,1347,1
4476,359,1785,1
4477,337,490,1
4478,84,1367,1
4479,124,1110,1
4480,90,1786,1
4481,124,1215,1
4482,505,1787,1
4483,57,1788,1
4484,50,1789,1
4485,877,245,1
4486,168,1560,1
4487,10,25,1
4488,129,299,1
4489,227,1790,1
4490,500,48,1
4491,124,1170,1
4492,1639,1033,1
4493,33,891,1
4494,8,1440,1
4495,401,893,1
4496,337,163,1
4497,73,1791,1
4498,51,1369,1
4499,90,835,1
4500,73,1792,1
4501,401,655,1
4502,8,1793,1
4503,500,816,1
4504,124,1794,1
4505,10,200,1
4506,877,1795,1
4507,90,1218,1
4508,10,1796,1
4509,73,1476,1
4510,389,1312,1
4511,355,901,1
4512,389,926,1
4513,337,350,1
4514,159,107,1
4515,355,1475,1
4516,129,808,1
4517,129,839,1
4518,442,1733,1
4519,168,164,1
4520,389,1651,1
4521,500,1012,1
4522,10,522,1
4523,1666,513,1
4524,168,1534,1
4525,95,1407,1
4526,90,1432,1
4527,73,1764,1
4528,50,945,1
4529,8,350,1
4530,1296,839,1
4531,51,1443,1
4532,84,1619,1
4533,117,1797,1
4534,84,486,1
4535,57,1798,1
4536,33,1367,1
4537,1546,1252,1
4538,95,1586,1
4539,389,163,1
4540,117,728,1
4541,227,1616,1
4542,355,513,1
4543,51,1019,1
4544,33,1210,1
4545,355,826,1
4546,73,436,1
4547,239,1045,1
4548,359,501,1
4549,50,259,1
4550,8,567,1
4551,33,350,1
4552,73,199,1
4553,73,1799,1
4554,442,1800,1
4555,90,841,1
4556,227,2,1
4557,337,1305,1
4558,1546,891,1
4559,401,1801,1
4560,1296,1293,1
4561,505,926,1
4562,389,808,1
4563,73,1110,1
4564,50,1802,1
4565,239,1038,1
4566,33,122,1
4567,1639,107,1
4568,57,265,1
4569,505,1210,1
4570,355,1577,1
4571,442,1587,1
4572,50,1803,1
4573,124,1804,1
4574,359,48,1
4575,51,1805,1
4576,337,480,1
4577,389,1562,1
4578,51,1255,1
4579,90,1806,1
4580,877,122,1
4581,1666,298,1
4582,8,932,1
4583,124,8,1
4584,227,1255,1
4585,337,1258,1
4586,401,1134,1
4587,442,422,1
4588,90,202,1
4589,124,1807,1
4590,124,901,1
4591,389,1278,1
4592,355,1321,1
4593,10,466,1
4594,129,527,1
4595,1546,416,1
4596,337,1279,1
4597,442,880,1
4598,129,1293,1
4599,73,1026,1
4600,389,1209,1
4601,73,1361,1
4602,57,1808,1
4603,389,825,1
4604,124,1132,1
4605,129,1809,1
4606,401,836,1
4607,8,945,1
4608,239,1063,1
4609,355,470,1
4610,10,1139,1
4611,10,441,1
4612,51,541,1
4613,10,1810,1
4614,168,1691,1
4615,33,602,1
4616,10,1299,1
4617,389,901,1
4618,505,1372,1
4619,95,125,1
4620,84,1554,1
4621,129,419,1
4622,168,1523,1
4623,50,1533,1
4624,50,836,1
4625,505,1167,1
4626,8,1728,1
4627,90,1737,1
4628,337,587,1
4629,442,1779,1
4630,33,52,1
4631,90,1313,1
4632,227,1551,1
4633,90,1811,1
4634,239,1169,1
4635,90,1576,1
4636,51,1479,1
4637,124,1218,1
4638,8,706,1
4639,355,1320,1
4640,401,1812,1
4641,359,1813,1
4642,505,164,1
4643,355,1305,1
4644,355,970,1
4645,1666,676,1
4646,10,913,1
4647,50,904,1
4648,355,1184,1
4649,505,1814,1
4650,57,761,1
4651,442,51,1
4652,50,886,1
4653,389,754,1
4654,359,1815,1
4655,1639,420,1
4656,51,1218,1
4657,1546,31,1
4658,129,816,1
4659,239,834,1
4660,168,706,1
4661,124,962,1
4662,50,1233,1
4663,124,760,1
4664,505,1077,1
4665,227,631,1
4666,1639,226,1
4667,124,1816,1
4668,129,1209,1
